Price,Area,Address,Beds,Bath,Pic 
95 Lakh,5 Marla,Reserve A House Of 5 Marla Now In Lahore Motorway City,3,3,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
95 Lakh,5 Marla,"House For sale In Rs. 9,500,000",3,3,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
95 Lakh,5 Marla,5 Marla House available for sale in Lahore Motorway City if you hurry,3,3,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
95 Lakh,5 Marla,5 Marla House In Lahore Motorway City For sale,3,3,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
95 Lakh,5 Marla,House In Lahore Motorway City For sale,3,3,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
95 Lakh,5 Marla,Buy A 5 Marla House For sale In Lahore Motorway City,3,3,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
95 Lakh,5 Marla,House Of 5 Marla In Lahore Motorway City Is Available,3,3,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
95 Lakh,5 Marla,House For sale In Lahore Motorway City Lahore Motorway City,3,3,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
95 Lakh,5 Marla,A Palatial Residence For sale In Lahore Motorway City Lahore Motorway City,3,3,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
95 Lakh,5 Marla,Get In Touch Now To Buy A House In Lahore Motorway City Lahore Motorway City,3,3,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
90 Lakh,7 Marla,Looking For A House In Lahore Motorway City Lahore Motorway City,2,2,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
90 Lakh,7 Marla,Book A House Of 7 Marla In Lahore Motorway City Lahore Motorway City,2,2,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
90 Lakh,7 Marla,"A House Of 7 Marla In Rs. 9,000,000",2,2,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
90 Lakh,7 Marla,A Stunning House Is Up For Grabs In Lahore Motorway City Lahore Motorway City,2,2,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
1 Crore,5 Marla,Book House Today In Nadirabad,6,5,https://images.zameen.com/smap/400/300/31.344401/74.375024/image.jpeg?quality=80&imageformat=jpeg
63 Lakh,5 Marla,HOUSE 4 SELL 5 MARLA DOUBLE STORY,3,4,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
72 Lakh,5 Marla,1125 Square Feet House In Central Park - Block A1 Is Best Option,2,3,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
90 Lakh,5 Marla,N1 5 Marla Double Storey House For Sale N Block Khayaban E Amin,3,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
70 Lakh,5 Marla,5 Marla Single Storey House For Sale N Block Khayaban E Amin Lahore,2,1,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
63 Lakh,5 Marla,5 Marla Single Storey House For Sale In Khayabane Amin,2,1,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
97 Lakh,5 Marla,5 Marla House In C Block At Canal Road Near Bahria,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
60 Lakh,5 Marla,Prominently-Located Corner House Available In Ferozepur Road For sale,5,6,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
80 Lakh,6 Marla,6 Marla Corner Single Storey House For Sale,5,4,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
90 Lakh,5 Marla,3 Storey Facing Park House For Sale,4,4,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
53 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
53 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
53 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
53 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
53 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
53 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
53 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
53 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
53 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
53 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
59 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
59 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
59 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
59 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
59 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
59 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://images.zameen.com/smap/400/300/31.643481/74.209875/image.jpeg?quality=80&imageformat=jpeg
59 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
59 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
59 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
59 Lakh,5 Marla,5 Marla West Marina Apartment For Sale On Easy Installment,2,2,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
80 Lakh,5 Marla,Prime Location 5 Marla House For sale In Al-Ghani Garden Phase 2,3,4,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
65 Lakh,5 Marla,5 Marla Well Built Single Storey House Is Available For Sale,2,2,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
75 Lakh,5 Marla,"Ideal 5 Marla House Available In Formanites Housing Scheme, Lahore",4,4,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
85 Lakh,5 Marla,A House Of 5 Marla In Rehan Garden Phase 2,3,4,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
87 Lakh,5 Marla,Want To Buy A House In Lahore?,3,4,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
85 Lakh,5 Marla,"House For Sale In Rs. 8,500,000",3,4,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
98 Lakh,5 Marla,Buy A 1125 Sq. Ft House For Sale In Ghosia Colony - Walton Road,5,5,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
68 Lakh,5 Marla,4.75 MARLA BRAND NEW HOUSE IS AVAILABLE FOR SALE,2,3,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
65 Lakh,5 Marla,5 Marla House In Hamza Town Best Option,2,2,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
95 Lakh,5 Marla,"5 Marla House available for sale in Pak Arab Housing Society Phase 2, Lahore",3,3,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
60 Lakh,5 Marla,"Property For sale In Pak Arab Society Phase 2 - Block F1 Lahore Is Available Under Rs. 6,000,000",3,3,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
90 Lakh,5 Marla,5 Marla House For Sale In Khayaban E Amin,3,3,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
68 Lakh,5 Marla,5 MARLA POSSESSION SINGLE STORY HOUSE FOR SALE P BLOCK KHAYABAN E AMIN LAHORE,2,1,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
68 Lakh,5 Marla,5 MARLA POSSESSION SINGLE STORY HOUSE FOR SALE P BLOCK KHAYABAN E AMIN LAHORE,2,1,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
68 Lakh,5 Marla,5 Marla Upper Portion For Sale,3,2,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
72 Lakh,5 Marla,5 Marla House For Sale,2,2,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
59 Lakh,5 Marla,5 Marla Apartment For Sale On 5 years Easy Installments,2,2,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
75.6 Lakh,5 Marla,Single Storey House Is Available For Sale,No info given,No info given,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
60 Lakh,5 Marla,5 Marla Brand New Single Storey House Is Available For Sale In Hamza Town Phase 2,2,2,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
80 Lakh,5 Marla,House Available For sale In Nishat Colony,5,5,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
75 Lakh,5 Marla,5 Marla Single Storey Beautiful House For Sale,1,2,https://media.zameen.com/thumbnails/164946024-400x300.jpeg
58 Lakh,5 Marla,Ground Floor Flat For Sale In Awami Villa,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
58 Lakh,5 Marla,Bahria Orchard Phase 2 Flat Ground Floor For Sale Block A Best Location,2,1,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
95 Lakh,5 Marla,5 Marla House For Sale In Bahria Orchard Lahore,3,3,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
79 Lakh,5 Marla,5-marla Single Storey House For Sale,2,2,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
95 Lakh,5 Marla,In Formanites Housing Scheme - Block L 5 Marla House For Sale,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
52.53 Lakh,1 Kanal,Get In Touch Now To Buy A House In Aabpara Coop Housing Society,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
52.53 Lakh,1 Kanal,Get In Touch Now To Buy A House In Aabpara Coop Housing Society,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
52.53 Lakh,1 Kanal,Get In Touch Now To Buy A House In Aabpara Coop Housing Society,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
52.53 Lakh,1 Kanal,Get In Touch Now To Buy A House In Aabpara Coop Housing Society,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
52.53 Lakh,1 Kanal,Get In Touch Now To Buy A House In Aabpara Coop Housing Society,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
52.53 Lakh,1 Kanal,Get In Touch Now To Buy A House In Aabpara Coop Housing Society,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
52.53 Lakh,1 Kanal,Get In Touch Now To Buy A House In Aabpara Coop Housing Society,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
52.53 Lakh,1 Kanal,Get In Touch Now To Buy A House In Aabpara Coop Housing Society,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
52.53 Lakh,1 Kanal,Get In Touch Now To Buy A House In Aabpara Coop Housing Society,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
52.53 Lakh,1 Kanal,Get In Touch Now To Buy A House In Aabpara Coop Housing Society,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
65.44 Lakh,1 Kanal,You Can Find A Gorgeous House For Sale In Aabpara Coop Housing Society,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
50 Lakh,5 Marla,"1 Villa For Sale In Bahria Orchard Phase Iv, Lahore",3,2,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
90 Lakh,5 Marla,5 Marla Double Storey House For Sale,3,4,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
80 Lakh,5 Marla,5 Marla double story house for sale eden lane villas 2,2,1,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
93.5 Lakh,5 Marla,House For Sale Barka Home Phase 1,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
59 Lakh,5 Marla,Flat Is Available For Sale,No info given,No info given,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
56 Lakh,5 Marla,Awami Villa 1st Floor Block D Phase 2 For Sale In Bahria Orchard,2,2,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
66 Lakh,5 Marla,Awami Villa Ground Floor Block D Phase 2 For Sale In Bahria Orchard,2,2,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
92 Lakh,5 Marla,5 Marla 1.5 Storey House For Sale In Siddiqia Colony,3,3,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
80 Lakh,6 Marla,2nd Floor Flat For Sale,2,2,https://images.zameen.com/smap/400/300/31.31169387/74.20024628/image.jpeg?quality=80&imageformat=jpeg
1 Crore,5 Marla,House In A Prime Location Of Heritage Home,5,4,https://images.zameen.com/smap/400/300/31.380441/74.265516/image.jpeg?quality=80&imageformat=jpeg
80 Lakh,5 Marla,5 Marla House Available For sale In Bahria Orchard,No info given,No info given,https://images.zameen.com/smap/400/300/31.380441/74.265516/image.jpeg?quality=80&imageformat=jpeg
90 Lakh,5 Marla,5-marla Double Storey House Available At Peaceful Environment,3,5,https://images.zameen.com/smap/400/300/31.380441/74.265516/image.jpeg?quality=80&imageformat=jpeg
80 Lakh,5 Marla,5 Double Storey House For Sale,3,2,https://images.zameen.com/smap/400/300/31.380441/74.265516/image.jpeg?quality=80&imageformat=jpeg
94.5 Lakh,5 Marla,5 Marla Double Storey House For Sale In Khayaban E Amin,3,2,https://images.zameen.com/smap/400/300/31.380441/74.265516/image.jpeg?quality=80&imageformat=jpeg
58 Lakh,5 Marla,Apartment For Sale In D Block,No info given,No info given,https://images.zameen.com/smap/400/300/31.380441/74.265516/image.jpeg?quality=80&imageformat=jpeg
58 Lakh,5 Marla,D Block Ground Floor In Awami Villa Bahria Orchard,No info given,No info given,https://images.zameen.com/smap/400/300/31.380441/74.265516/image.jpeg?quality=80&imageformat=jpeg
90 Lakh,5 Marla,Grey Structure Double Storey House Is Available For Sale,No info given,No info given,https://images.zameen.com/smap/400/300/31.380441/74.265516/image.jpeg?quality=80&imageformat=jpeg
